2015-01-20T10:47:04|157.148.14.248|FR|SUCCESS
2015-01-20T10:47:04|210.244.68.248|FR|SUCCESS
2015-01-20T10:47:04|130.80.138.64|FR|SUCCESS
2015-01-20T10:47:04|24.3.196.74|FR|SUCCESS
2015-01-20T10:47:04|26.217.251.121|FR|SUCCESS
2015-01-20T10:47:04|105.57.107.99|FR|SUCCESS
2015-01-20T10:47:04|251.76.86.233|FR|SUCCESS
2015-01-20T10:47:04|193.33.148.162|FR|SUCCESS
2015-01-20T10:47:04|146.199.33.89|FR|SUCCESS
2015-01-20T10:47:04|126.205.154.9|FR|SUCCESS
2015-01-20T10:47:04|204.53.197.249|FR|SUCCESS
2015-01-20T10:47:04|54.54.148.152|FR|SUCCESS
2015-01-20T10:47:04|126.19.158.63|FR|SUCCESS
2015-01-20T10:47:04|51.237.121.96|FR|SUCCESS
2015-01-20T10:47:04|137.150.253.85|FR|SUCCESS
2015-01-20T10:47:04|196.135.41.26|FR|SUCCESS
2015-01-20T10:47:04|248.132.128.249|FR|SUCCESS
2015-01-20T10:47:04|56.198.178.139|FR|SUCCESS
2015-01-20T10:47:04|111.205.199.57|FR|SUCCESS
2015-01-20T10:47:04|117.68.179.181|FR|SUCCESS
2015-01-20T10:47:04|163.182.101.83|FR|SUCCESS
2015-01-20T10:47:04|14.254.170.42|FR|SUCCESS
2015-01-20T10:47:04|39.131.58.11|FR|SUCCESS
2015-01-20T10:47:04|75.100.231.108|FR|SUCCESS
2015-01-20T10:47:04|12.194.139.35|FR|SUCCESS
2015-01-20T10:47:04|27.17.80.48|FR|SUCCESS
2015-01-20T10:47:04|17.151.253.24|FR|SUCCESS
2015-01-20T10:47:04|36.194.126.194|FR|SUCCESS
2015-01-20T10:47:04|207.96.227.104|FR|SUCCESS
2015-01-20T10:47:04|96.180.39.206|FR|SUCCESS
2015-01-20T10:47:04|128.135.25.253|DE|SUCCESS
2015-01-20T10:47:04|57.181.203.247|DE|SUCCESS
2015-01-20T10:47:04|53.200.166.108|DE|SUCCESS
2015-01-20T10:47:04|225.127.196.204|DE|SUCCESS
2015-01-20T10:47:04|255.155.134.141|DE|SUCCESS
2015-01-20T10:47:04|156.58.64.172|DE|SUCCESS
2015-01-20T10:47:04|104.217.214.190|DE|SUCCESS
2015-01-20T10:47:04|77.33.248.50|DE|SUCCESS
